subject,course_code,type,course_title,weekdays,time,instructors,location
INDS,115,Lecture,Renal.,T,11:30 am-12:30 pm,TBA,000890 A2040C
INDS,115,Lecture,Renal.,W,09:35 am-10:25 am,TBA,000890 A2040B
INDS,115,Lecture,Renal.,W,10:35 am-11:25 am,TBA,000890 A2040B
INDS,115,Lecture,Renal.,F,08:35 am-09:25 am,TBA,000890 A2040B
INDS,115,Lecture,Renal.,F,09:35 am-10:25 am,TBA,000890 A2040B
INDS,115,Lecture,Renal.,F,10:35 am-11:25 am,TBA,000890 A2040B
INDS,115,Lecture,Renal.,M,08:35 am-09:25 am,TBA,000890 A2040B
INDS,115,Lecture,Renal.,M,10:35 am-11:25 am,TBA,000890 A2040B
INDS,115,Lecture,Renal.,T,08:35 am-09:25 am,TBA,000890 A2040B
INDS,115,Lecture,Renal.,T,09:35 am-10:25 am,TBA,000890 A2040B
INDS,115,Lecture,Renal.,W,08:35 am-09:25 am,TBA,000890 A2040B
INDS,115,Lecture,Renal.,W,09:35 am-10:25 am,TBA,000890 A2040B
INDS,115,Lecture,Renal.,W,10:35 am-11:25 am,TBA,000890 A2040B
INDS,115,Lecture,Renal.,R,08:35 am-09:25 am,TBA,000890 A2040B
INDS,115,Lecture,Renal.,R,09:35 am-10:25 am,TBA,000890 A2040B
INDS,115,Lecture,Renal.,R,10:35 am-11:25 am,TBA,000890 A2040B
INDS,115,Lecture,Renal.,M,08:35 am-09:25 am,TBA,000890 A2040B
INDS,115,Lecture,Renal.,M,09:35 am-10:25 am,TBA,000890 A2040B
INDS,115,Lecture,Renal.,M,10:35 am-11:25 am,TBA,000890 A2040B
INDS,115,Laboratory,Renal.,W,09:35 am-11:25 am,TBA,000890 A2040B
INDS,115,Small Group Teaching,Renal.,R,12:35 pm-02:25 pm,TBA,000890 A2052A
INDS,115,Small Group Teaching,Renal.,R,12:35 pm-02:25 pm,TBA,000890 A2048B
INDS,115,Small Group Teaching,Renal.,R,12:35 pm-02:25 pm,TBA,000890 A2052B
INDS,115,Small Group Teaching,Renal.,F,01:35 pm-03:25 pm,TBA,000890 A2052B
INDS,115,Small Group Teaching,Renal.,F,01:35 pm-03:25 pm,TBA,000890 A2052A
INDS,115,Small Group Teaching,Renal.,F,01:35 pm-03:25 pm,TBA,000890 A2008A
INDS,115,Small Group Teaching,Renal.,W,08:35 am-09:25 am,TBA,000890 A2040B
INDS,115,Small Group Teaching,Renal.,R,12:35 pm-02:25 pm,TBA,000890 A2048B
INDS,115,Small Group Teaching,Renal.,R,12:35 pm-02:25 pm,TBA,000890 A2052A
INDS,115,Small Group Teaching,Renal.,R,12:35 pm-02:25 pm,TBA,000890 A2052B
INDS,115,Small Group Teaching,Renal.,F,12:35 pm-02:25 pm,TBA,000890 A2052B
INDS,115,Small Group Teaching,Renal.,F,12:35 pm-02:25 pm,TBA,000890 A2048B
INDS,115,Small Group Teaching,Renal.,F,12:35 pm-02:25 pm,TBA,000890 A2048A
INDS,115,Small Group Teaching,Renal.,W,12:35 pm-03:25 pm,TBA,000890 A2040B
INDS,115,Small Group Teaching,Renal.,F,08:35 am-10:25 am,TBA,000890 A2048B
INDS,115,Small Group Teaching,Renal.,F,08:35 am-10:25 am,TBA,000890 A2048A
INDS,115,Small Group Teaching,Renal.,F,08:35 am-10:25 am,TBA,000890 A2052B
INDS,115,Small Group Teaching,Renal.,F,12:35 pm-02:25 pm,TBA,000890 A2052B
INDS,115,Small Group Teaching,Renal.,F,12:35 pm-02:25 pm,TBA,000890 A2008A
INDS,115,Small Group Teaching,Renal.,F,12:35 pm-02:25 pm,TBA,000890 A2052A
INDS,115,Small Group Teaching,Renal.,W,08:30 am-11:30 am,TBA,000890 A2040D
INDS,115,Small Group Teaching,Renal.,W,08:30 am-11:30 am,TBA,000890 A2040C
INDS,115,Small Group Teaching,Renal.,W,11:45 am-12:45 pm,TBA,000890 A2040B
INDS,115,Small Group Teaching,Renal.,W,11:45 am-12:45 pm,TBA,000890 A2040C
INDS,115,Small Group Teaching,Renal.,R,03:00 pm-04:00 pm,TBA,000890 A2008A
INDS,115,Small Group Teaching,Renal.,R,03:00 pm-04:00 pm,TBA,000890 A2008B
INDS,115,Small Group Teaching,Renal.,T,08:30 am-11:30 am,TBA,000890 A2008A
INDS,115,Small Group Teaching,Renal.,T,08:30 am-11:30 am,TBA,000890 A2008B
INDS,115,Small Group Teaching,Renal.,F,09:35 am-10:25 am,TBA,MCMED 504
INDS,115,Small Group Teaching,Renal.,T,11:35 am-12:25 pm,TBA,MCMED 504
INDS,115,Small Group Teaching,Renal.,R,10:35 am-11:25 am,TBA,MCMED 504
INDS,115,Small Group Teaching,Renal.,T,08:05 am-08:55 am,TBA,MCMED 504
INDS,115,Small Group Teaching,Renal.,T,09:05 am-09:55 am,TBA,MCMED 504
INDS,115,Small Group Teaching,Renal.,T,10:05 am-11:55 am,TBA,MCMED 504
INDS,115,Small Group Teaching,Renal.,R,10:35 am-11:25 am,TBA,MCMED 504
INDS,119J2,Lecture,Clinical Method 1.,T,12:15 pm-04:00 pm,TBA,000890 A2026A
INDS,119J2,Lecture,Clinical Method 1.,T,12:15 pm-04:00 pm,TBA,000890 A2024
INDS,119J2,Lecture,Clinical Method 1.,T,12:15 pm-04:00 pm,TBA,000890 A2026B
INDS,119J2,Lecture,Clinical Method 1.,T,12:15 pm-04:00 pm,TBA,000890 A2027
INDS,119J2,Lecture,Clinical Method 1.,M,09:35 am-10:25 am,TBA,000890 A2040B
INDS,119J2,Lecture,Clinical Method 1.,R,01:35 pm-03:25 pm,TBA,000890 A2048B
INDS,119J2,Lecture,Clinical Method 1.,R,01:35 pm-03:25 pm,TBA,000890 A2048A
INDS,119J2,Lecture,Clinical Method 1.,R,01:35 pm-03:25 pm,TBA,000890 A2008A
INDS,119J2,Lecture,Clinical Method 1.,R,01:35 pm-03:25 pm,TBA,000890 A2008B
INDS,119J2,Lecture,Clinical Method 1.,F,08:35 am-09:25 am,TBA,000890 A2040B
INDS,119J2,Lecture,Clinical Method 1.,F,03:00 pm-04:50 pm,TBA,000890 A2008B
INDS,119J2,Lecture,Clinical Method 1.,F,03:00 pm-04:50 pm,TBA,000890 A2048B
INDS,119J2,Lecture,Clinical Method 1.,F,03:00 pm-04:50 pm,TBA,000890 A2008A
INDS,119J2,Lecture,Clinical Method 1.,F,03:00 pm-04:50 pm,TBA,000890 A2048A
INDS,119J2,Lecture,Clinical Method 1.,R,12:30 pm-04:00 pm,TBA,000890 A2024
INDS,119J2,Lecture,Clinical Method 1.,R,12:30 pm-04:00 pm,TBA,000890 A2026A
INDS,119J2,Lecture,Clinical Method 1.,R,12:30 pm-04:00 pm,TBA,000890 A2026B
INDS,119J2,Lecture,Clinical Method 1.,R,12:30 pm-04:00 pm,TBA,000890 A2027
INDS,119J2,Lecture,Clinical Method 1.,T,12:30 pm-04:30 pm,TBA,000890 A2024
INDS,119J2,Lecture,Clinical Method 1.,T,12:30 pm-04:30 pm,TBA,000890 A2026A
INDS,119J2,Lecture,Clinical Method 1.,T,12:30 pm-04:30 pm,TBA,000890 A2026B
INDS,119J2,Lecture,Clinical Method 1.,T,12:30 pm-04:30 pm,TBA,000890 A2027
INDS,122J2,Small Group Teaching,Physician Apprenticeship 1.,R,08:30 am-10:00 am,TBA,000890 A2026B
INDS,122J2,Small Group Teaching,Physician Apprenticeship 1.,R,08:30 am-10:00 am,TBA,000890 A2027
INDS,122J2,Small Group Teaching,Physician Apprenticeship 1.,R,08:30 am-10:00 am,TBA,000890 A2024
INDS,122J2,Small Group Teaching,Physician Apprenticeship 1.,R,08:30 am-10:00 am,TBA,000890 A2026A
INDS,123J2,Lecture,Research Fundamentals 1.,T,12:35 pm-02:35 pm,TBA,000890 A2052B
INDS,123J2,Lecture,Research Fundamentals 1.,T,12:35 pm-02:35 pm,TBA,000890 A2048A
INDS,123J2,Lecture,Research Fundamentals 1.,T,12:35 pm-02:35 pm,TBA,000890 A2052A
INDS,123J2,Lecture,Research Fundamentals 1.,T,12:35 pm-02:35 pm,TBA,000890 A2048B
INDS,123J2,Lecture,Research Fundamentals 1.,W,01:35 pm-04:25 pm,TBA,MCMED 325
INDS,123J2,Lecture,Research Fundamentals 1.,M,09:05 am-11:55 am,TBA,MCMED 208/9
INDS,123J2,Lecture,Research Fundamentals 1.,M,12:35 pm-03:55 pm,TBA,MCMED 333
INDS,123J2,Lecture,Research Fundamentals 1.,M,12:35 pm-03:55 pm,TBA,MCMED 336
INDS,123J2,Lecture,Research Fundamentals 1.,M,12:35 pm-03:55 pm,TBA,MCMED 335
INDS,123J2,Lecture,Research Fundamentals 1.,M,12:35 pm-03:55 pm,TBA,MCMED 337
INDS,123J2,Lecture,Research Fundamentals 1.,T,01:35 pm-04:25 pm,TBA,MCMED 325
INDS,123J2,Lecture,Research Fundamentals 1.,M,09:05 am-11:55 am,TBA,MCMED 208/9
INDS,123J2,Lecture,Research Fundamentals 1.,M,12:35 pm-03:55 pm,TBA,MCMED 333
INDS,123J2,Lecture,Research Fundamentals 1.,M,12:35 pm-03:55 pm,TBA,MCMED 337
INDS,123J2,Lecture,Research Fundamentals 1.,M,12:35 pm-03:55 pm,TBA,MCMED 335
INDS,123J2,Lecture,Research Fundamentals 1.,M,12:35 pm-03:55 pm,TBA,MCMED 336
INDS,123J2,Lecture,Research Fundamentals 1.,T,01:35 pm-04:25 pm,TBA,MCMED 325
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,R,09:00 am-12:00 pm,TBA,000890 A2048A
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,R,09:00 am-12:00 pm,TBA,000890 A2048B
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,R,10:30 am-12:00 pm,TBA,000890 A2052A
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,R,10:30 am-12:00 pm,TBA,000890 A2052B
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,R,12:35 pm-01:25 pm,TBA,000890 A2040B
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,T,09:00 am-05:00 pm,TBA,000890 A2040C
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,T,09:00 am-05:00 pm,TBA,000890 A2040A
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,T,09:00 am-05:00 pm,TBA,000890 A2040B
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,T,09:00 am-05:00 pm,TBA,000890 A2040D
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,T,01:00 pm-04:00 pm,TBA,000890 A2052A
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,T,01:00 pm-04:00 pm,TBA,000890 A2048B
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,T,01:00 pm-04:00 pm,TBA,000890 A2048A
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,T,01:00 pm-04:00 pm,TBA,000890 A2052B
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,TBA,MCMED 201
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,TBA,MCMED 203
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,TBA,MCMED 202
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,TBA,MCMED 203
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,TBA,MCMED 202
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,TBA,MCMED 201
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,TBA,MCMED 203
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,TBA,MCMED 202
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,TBA,MCMED 201
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,TBA,MCMED 203
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,TBA,MCMED 202
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,TBA,MCMED 201
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,TBA,MCMED 202
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,TBA,MCMED 203
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,TBA,MCMED 201
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,TBA,MCMED 202
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,TBA,MCMED 201
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,TBA,MCMED 203
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,TBA,MCMED 202
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,TBA,MCMED 201
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,TBA,MCMED 203
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,TBA,MCMED 335
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,TBA,MCMED 337
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,TBA,MCMED 336
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,TBA,MCMED 335
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,TBA,MCMED 337
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,TBA,MCMED 336
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,TBA,MCMED 519
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,TBA,MCMED 336
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,TBA,MCMED 337
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,TBA,MCMED 337
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,TBA,MCMED 519
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,TBA,MCMED 336
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,TBA,MCMED 335
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,TBA,MCMED 336
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,TBA,MCMED 519
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,TBA,MCMED 335
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,TBA,MCMED 336
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,TBA,MCMED 519
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,TBA,MCMED 335
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,TBA,MCMED 336
INDS,224J2,Field Course (GDEU),Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,TBA,MCMED 337
INDS,300,Lecture,Mindful Medical Practice - Transition to Clinical Practice.,F,09:00 am-12:00 pm,TBA,000890 A2048A
INDS,300,Lecture,Mindful Medical Practice - Transition to Clinical Practice.,F,09:00 am-12:00 pm,TBA,000890 A2048B
INDS,300,Lecture,Mindful Medical Practice - Transition to Clinical Practice.,F,01:00 pm-04:00 pm,TBA,000890 A2048A
INDS,300,Lecture,Mindful Medical Practice - Transition to Clinical Practice.,F,01:00 pm-04:00 pm,TBA,000890 A2048B
INDS,300,Lecture,Mindful Medical Practice - Transition to Clinical Practice.,F,09:00 am-12:00 pm,TBA,000890 A2008B
INDS,300,Lecture,Mindful Medical Practice - Transition to Clinical Practice.,F,09:00 am-12:00 pm,TBA,000890 A2008A
INDS,300,Lecture,Mindful Medical Practice - Transition to Clinical Practice.,F,09:00 am-12:00 pm,TBA,000890 A2008A
INDS,300,Lecture,Mindful Medical Practice - Transition to Clinical Practice.,F,09:00 am-12:00 pm,TBA,000890 A2008B
INDS,300,Lecture,Mindful Medical Practice - Transition to Clinical Practice.,F,09:00 am-12:00 pm,TBA,000890 A2008B
INDS,300,Lecture,Mindful Medical Practice - Transition to Clinical Practice.,F,09:00 am-12:00 pm,TBA,000890 A2008A
INDS,300,Lecture,Mindful Medical Practice - Transition to Clinical Practice.,F,09:00 am-12:00 pm,TBA,000890 A2008A
INDS,300,Lecture,Mindful Medical Practice - Transition to Clinical Practice.,F,09:00 am-12:00 pm,TBA,000890 A2008B
INDS,300,Lecture,Mindful Medical Practice - Transition to Clinical Practice.,R,09:00 am-12:00 pm,TBA,000890 A2052B
INDS,300,Lecture,Mindful Medical Practice - Transition to Clinical Practice.,R,09:00 am-12:00 pm,TBA,000890 A2052A
INDS,300,Lecture,Mindful Medical Practice - Transition to Clinical Practice.,R,09:00 am-12:00 pm,TBA,000890 A2008B
INDS,300,Lecture,Mindful Medical Practice - Transition to Clinical Practice.,R,09:00 am-12:00 pm,TBA,000890 A2008A
INDS,300,Lecture,Mindful Medical Practice - Transition to Clinical Practice.,F,09:00 am-12:00 pm,TBA,000890 A2048A
INDS,300,Lecture,Mindful Medical Practice - Transition to Clinical Practice.,F,09:00 am-12:00 pm,TBA,000890 A2048B
INDS,300,Lecture,Mindful Medical Practice - Transition to Clinical Practice.,W,01:35 pm-04:25 pm,TBA,MCMED 208/9
INDS,300,Lecture,Mindful Medical Practice - Transition to Clinical Practice.,W,01:35 pm-04:25 pm,TBA,MCMED 325
INDS,300,Lecture,Mindful Medical Practice - Transition to Clinical Practice.,W,01:35 pm-04:25 pm,TBA,MCMED 325
INDS,300,Lecture,Mindful Medical Practice - Transition to Clinical Practice.,W,01:35 pm-04:25 pm,TBA,MCMED 325
INDS,300,Lecture,Mindful Medical Practice - Transition to Clinical Practice.,W,01:35 pm-04:25 pm,TBA,MCMED 208/9
INDS,300,Lecture,Mindful Medical Practice - Transition to Clinical Practice.,W,01:35 pm-04:25 pm,TBA,MCMED 208/9
INDS,300,Lecture,Mindful Medical Practice - Transition to Clinical Practice.,W,01:35 pm-04:25 pm,TBA,MCMED 208/9
INDS,300,Lecture,Mindful Medical Practice - Transition to Clinical Practice.,W,01:35 pm-04:25 pm,TBA,MCMED 208/9
INDS,300,Lecture,Mindful Medical Practice - Transition to Clinical Practice.,W,01:35 pm-04:25 pm,TBA,MCMED 210/11
INDS,300,Lecture,Mindful Medical Practice - Transition to Clinical Practice.,W,01:35 pm-04:25 pm,TBA,MCMED 208/9
INDS,300,Lecture,Mindful Medical Practice - Transition to Clinical Practice.,W,01:35 pm-04:25 pm,TBA,MCMED 208/9
INDS,300,Lecture,Mindful Medical Practice - Transition to Clinical Practice.,W,01:35 pm-04:25 pm,TBA,MCMED 208/9
INDS,300,Lecture,Mindful Medical Practice - Transition to Clinical Practice.,W,01:35 pm-04:25 pm,TBA,MCMED 208/9
INDS,300,Lecture,Mindful Medical Practice - Transition to Clinical Practice.,W,01:35 pm-04:25 pm,TBA,MCMED 208/9
INDS,300,Lecture,Mindful Medical Practice - Transition to Clinical Practice.,W,01:35 pm-04:25 pm,TBA,MCMED 208/9
INDS,300,Lecture,Mindful Medical Practice - Transition to Clinical Practice.,W,01:35 pm-04:25 pm,TBA,MCMED 208/9
INDS,302,Lecture,Medical Ethics and Health Law.,F,09:00 am-12:00 pm,TBA,000890 A2040A
INDS,302,Lecture,Medical Ethics and Health Law.,F,01:00 pm-04:00 pm,TBA,000890 A2040A
INDS,302,Lecture,Medical Ethics and Health Law.,F,01:00 pm-04:00 pm,TBA,000890 A2040C
INDS,302,Lecture,Medical Ethics and Health Law.,F,01:00 pm-04:00 pm,TBA,000890 A2040D
INDS,302,Lecture,Medical Ethics and Health Law.,F,01:00 pm-02:30 pm,TBA,000890 A2048A
INDS,302,Lecture,Medical Ethics and Health Law.,F,01:00 pm-02:30 pm,TBA,000890 A2048B
INDS,302,Lecture,Medical Ethics and Health Law.,F,02:30 pm-04:00 pm,TBA,000890 A2008A
INDS,302,Lecture,Medical Ethics and Health Law.,F,02:30 pm-04:00 pm,TBA,000890 A2008B
INDS,302,Lecture,Medical Ethics and Health Law.,F,01:00 pm-02:30 pm,TBA,000890 A2008A
INDS,302,Lecture,Medical Ethics and Health Law.,F,01:00 pm-02:30 pm,TBA,000890 A2008B
INDS,302,Lecture,Medical Ethics and Health Law.,F,02:30 pm-04:00 pm,TBA,000890 A2052B
INDS,302,Lecture,Medical Ethics and Health Law.,F,02:30 pm-04:00 pm,TBA,000890 A2052A
INDS,302,Lecture,Medical Ethics and Health Law.,F,01:00 pm-04:00 pm,TBA,000890 A2052B
INDS,302,Lecture,Medical Ethics and Health Law.,F,01:00 pm-04:00 pm,TBA,000890 A2052A
INDS,302,Lecture,Medical Ethics and Health Law.,F,01:00 pm-04:00 pm,TBA,000890 A2048A
INDS,302,Lecture,Medical Ethics and Health Law.,F,01:00 pm-04:00 pm,TBA,000890 A2040D
INDS,302,Lecture,Medical Ethics and Health Law.,W,09:00 am-12:00 pm,TBA,000890 A2048A
INDS,302,Lecture,Medical Ethics and Health Law.,F,08:05 am-04:55 pm,TBA,MCMED 504
INDS,302,Lecture,Medical Ethics and Health Law.,F,08:05 am-04:25 pm,TBA,MCMED 504
INDS,320J2,Lecture,Formation of the Professional and Healer.,T,10:35 am-11:25 am,TBA,000890 A2040B
INDS,320J2,Lecture,Formation of the Professional and Healer.,W,12:35 pm-01:25 pm,TBA,000890 A2040B
INDS,320J2,Lecture,Formation of the Professional and Healer.,T,12:35 pm-02:25 pm,TBA,000890 A2040B
INDS,320J2,Lecture,Formation of the Professional and Healer.,W,01:05 pm-03:55 pm,TBA,MCMED 210/11
INDS,320J2,Lecture,Formation of the Professional and Healer.,R,09:05 am-11:55 am,TBA,MCMED 504
INDS,320J2,Lecture,Formation of the Professional and Healer.,R,01:05 pm-03:55 pm,TBA,MCMED 210/11
INDS,320J2,Lecture,Formation of the Professional and Healer.,F,09:05 am-11:55 am,TBA,MCMED 210/11
INDS,320J2,Lecture,Formation of the Professional and Healer.,F,01:05 pm-03:55 pm,TBA,MCMED 210/11
INDS,320J2,Lecture,Formation of the Professional and Healer.,M,09:05 am-11:55 am,TBA,MCMED 335
INDS,320J2,Lecture,Formation of the Professional and Healer.,M,09:05 am-11:55 am,TBA,MCMED 336
INDS,320J2,Lecture,Formation of the Professional and Healer.,M,09:05 am-11:55 am,TBA,MCMED 337
INDS,320J2,Lecture,Formation of the Professional and Healer.,M,09:05 am-11:55 am,TBA,MCMED 221
INDS,320J2,Lecture,Formation of the Professional and Healer.,M,09:05 am-11:55 am,TBA,MCMED 220
INDS,320J2,Lecture,Formation of the Professional and Healer.,M,09:05 am-11:55 am,TBA,MCMED 205
INDS,320J2,Lecture,Formation of the Professional and Healer.,M,09:05 am-11:55 am,TBA,MCMED 204
INDS,320J2,Lecture,Formation of the Professional and Healer.,M,09:05 am-11:55 am,TBA,MCMED 203
INDS,320J2,Lecture,Formation of the Professional and Healer.,M,09:05 am-11:55 am,TBA,MCMED 202
INDS,320J2,Lecture,Formation of the Professional and Healer.,M,09:05 am-11:55 am,TBA,MCMED 201
INDS,320J2,Lecture,Formation of the Professional and Healer.,M,01:05 pm-03:55 pm,TBA,MCMED 221
INDS,320J2,Lecture,Formation of the Professional and Healer.,M,01:05 pm-03:55 pm,TBA,MCMED 204
INDS,320J2,Lecture,Formation of the Professional and Healer.,M,01:05 pm-03:55 pm,TBA,MCMED 203
INDS,320J2,Lecture,Formation of the Professional and Healer.,M,01:05 pm-03:55 pm,TBA,MCMED 202
INDS,320J2,Lecture,Formation of the Professional and Healer.,M,01:05 pm-03:55 pm,TBA,MCMED 201
INDS,320J2,Lecture,Formation of the Professional and Healer.,M,01:05 pm-03:55 pm,TBA,MCMED 205
INDS,320J2,Lecture,Formation of the Professional and Healer.,M,01:05 pm-03:55 pm,TBA,MCMED 208/9
INDS,320J2,Lecture,Formation of the Professional and Healer.,M,01:05 pm-03:55 pm,TBA,MCMED 220
INDS,320J2,Lecture,Formation of the Professional and Healer.,W,09:05 am-11:55 am,TBA,MCMED 522
INDS,320J2,Lecture,Formation of the Professional and Healer.,W,01:05 pm-03:55 pm,TBA,MCMED 504
INDS,320J2,Lecture,Formation of the Professional and Healer.,R,09:05 am-11:55 am,TBA,MCMED 522
INDS,320J2,Lecture,Formation of the Professional and Healer.,R,01:05 pm-03:55 pm,TBA,MCMED 504
INDS,320J2,Lecture,Formation of the Professional and Healer.,F,09:05 am-11:55 am,TBA,MCMED 522
INDS,320J2,Lecture,Formation of the Professional and Healer.,F,01:05 pm-03:55 pm,TBA,MCMED 504
INDS,320J2,Lecture,Formation of the Professional and Healer.,R,09:05 am-11:55 am,TBA,MCMED 522
INDS,320J2,Lecture,Formation of the Professional and Healer.,R,08:05 am-11:55 am,TBA,MCMED 522
INDS,320J2,Lecture,Formation of the Professional and Healer.,R,10:05 am-11:55 am,TBA,MCMED 210/11
INDS,320J2,Lecture,Formation of the Professional and Healer.,R,10:05 am-11:55 am,TBA,MCMED 208/9
INDS,320J2,Lecture,Formation of the Professional and Healer.,R,10:05 am-11:55 am,TBA,MCMED 337
INDS,320J2,Lecture,Formation of the Professional and Healer.,R,10:05 am-11:55 am,TBA,MCMED 335
INDS,320J2,Lecture,Formation of the Professional and Healer.,R,10:05 am-11:55 am,TBA,MCMED 336
INDS,320J2,Lecture,Formation of the Professional and Healer.,R,10:05 am-11:55 am,TBA,MCMED 333
INDS,320J2,Lecture,Formation of the Professional and Healer.,F,09:05 am-11:55 am,TBA,MCMED 522
INDS,423J2,Examination,Clerkship Integrated Assessment 1.,F,08:00 am-11:00 am,TBA,000890 A2040C
INDS,423J2,Examination,Clerkship Integrated Assessment 1.,F,08:00 am-11:00 am,TBA,000890 A2040D
INDS,423J2,Examination,Clerkship Integrated Assessment 1.,R,08:00 am-12:00 pm,TBA,000890 A2040C
INDS,423J2,Examination,Clerkship Integrated Assessment 1.,R,08:00 am-12:00 pm,TBA,000890 A2040D
INDS,423J2,Examination,Clerkship Integrated Assessment 1.,M,09:05 am-02:25 pm,TBA,MCMED 504
INDS,423J2,Examination,Clerkship Integrated Assessment 1.,M,02:35 pm-03:55 pm,TBA,MCMED 203
INDS,423J2,Examination,Clerkship Integrated Assessment 1.,M,02:35 pm-03:55 pm,TBA,MCMED 204
INDS,423J2,Examination,Clerkship Integrated Assessment 1.,M,02:35 pm-03:55 pm,TBA,MCMED 208/9
